mod_folder,name,title,manufacturer,description,TechRequired,category,size_class,size_m,size_source,is_hidden,hidden_reason
ReStockPlus,restock-drone-core-0625-1,RC-XS1 Remote Guidance Unit,STEADLER Engineering Corps,"The smallest remote guidance unit may be tiny, but it'll get you to where you need to go eventually.",advUnmanned,Pods,Tiny,0.625,bulkheadProfiles,FALSE,
ReStockPlus,restock-drone-core-1875-1,RC-M001 Remote Guidance Unit,STEADLER Engineering Corps,"This unit has a low sentience quotient, so you probably won't need to be careful about leaving the pod bay doors open all the time.",advUnmanned,Pods,Medium,1.875,bulkheadProfiles,FALSE,
SCANsat,scansat-multi-msi-1,MS-2A Advanced Multispectral Scanner,SCAN: Scientific Committee on Advanced Navigation,"Examining the optical wavelengths in a number of spectral channels, the advanced scanner model produces low-detail colour images, biome maps and resource distributions. Uses a small amount of power, and only operates in daylight.",advUnmanned,Science,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,probeStackSmall,RC-001S Remote Guidance Unit,STEADLER Engineering Corps,"The STEADLER RGU core is one of the most complete command units available to date, featuring all the latest guidance systems, plus its own internal set of Reaction Wheels. STEADLER claims this is the closest one can get to a fully self-contained spacecraft. (Some assembly required. Spacecraft sold separately)",advUnmanned,Pods,Small,1.25,bulkheadProfiles,FALSE,
Squad,HECS2_ProbeCore,Probodobodyne HECS2,Probodobodyne Inc,"A larger probe core based on the popular HECS design. With integrated battery banks, specialized flight controls, and a built-in reaction wheel, the HECS2 is a suitable probe core for more advanced satellites.",advUnmanned,Pods,Small,1.25,bulkheadProfiles,FALSE,
Squad,HECS2_ProbeCore,Probodobodyne HECS2,Probodobodyne Inc,"A larger probe core based on the popular HECS design. With integrated battery banks, specialized flight controls, and a built-in reaction wheel, the HECS2 is a suitable probe core for more advanced satellites.",advUnmanned,none,Small,1.25,bulkheadProfiles,TRUE,category=none
ReStockPlus,restock-nosecone-1875-1,Protective Rocket Nose Mk18,Kerbodyne,"Discontinued due to component shortages. For capping off those medium size boosters, you can't beat the Mark 18, unless you're the Mark 19.",aerodynamicSystems,none,Radial,,attachRules/bulkheadProfiles,TRUE,category=none
Squad,airScoop,XM-G50 Radial Air Intake,Vac-Co Advanced Suction Systems,"An intake duct version that can be mounted at the sides of a fuselage. Warranty does not cover engine flame-outs or any objects, inanimate or otherwise, sucked in by the intake. Optimized for subsonic flight.",aerodynamicSystems,Aero,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,CircularIntake,Circular Intake,C7 Aerospace Division,"A proper turbofan intake, not only provides oxygen to air breathing engines, it pulls in twice as much air than those puny air scoops from Vac-Co. Optimized for subsonic flight.",aerodynamicSystems,Aero,Small,1.25,bulkheadProfiles,FALSE,
Squad,noseConeAdapter,NCS Adapter,C7 Aerospace Division,The base of C7 Aerospace's Nose Cone system (NCS),aerodynamicSystems,Propulsion,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,standardNoseCone,Small Nose Cone,C7 Aerospace Division,An aerodynamic nose cap.,aerodynamicSystems,Aero,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,airplaneTailB,Tail Connector B,WinterOwl Aircraft Emporium,This raised variant of our popular airplane tail provides a lot of ground clearance during take-off.,aerodynamicSystems,Aero,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,wingConnector,Wing Connector Type A,C7 Aerospace Division,A vaguely wing shaped board. Use at your own risk.,aerodynamicSystems,Aero,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,wingConnector3,Wing Connector Type C,C7 Aerospace Division,A vaguely wing shaped board.,aerodynamicSystems,Aero,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,structuralWing2,Structural Wing Type B,C7 Aerospace Division,"This wing has been constructed out of surplus wing components. Comes complete with ""like new"" finish.",aerodynamicSystems,Aero,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,sweptWing2,Swept Wing Type B,C7 Aerospace Division,"This wing has been constructed from surplus wing components. Comes complete with ""like new"" finish.",aerodynamicSystems,Aero,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,Mark2Cockpit,Mk1 Inline Cockpit,C7 Aerospace Division,A next generation inline cockpit. Designed for sleek high speed aircraft.,aerodynamicSystems,Pods,Small,1.25,bulkheadProfiles,FALSE,
Squad,JetEngine,"J-33 ""Wheesley"" Turbofan Engine",C7 Aerospace Division,A high bypass turbofan engine. This engine works best at low cruising speeds and altitudes.,aerodynamicSystems,Engine,Small,1.25,bulkheadProfiles,FALSE,
Squad,nacelleBody,Engine Nacelle,C7 Aerospace Division,"The Engine Nacelle is a self-contained solution for powering air-breathing engines. It includes some reserve fuel, making it a very practical option. C7 Engineers assure us that these units are quite safe, and that the dents and burn marks will give yours a more unique look. Optimized for subsonic flight; includes very powerful static suction.",aerodynamicSystems,Aero,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,standardNoseCone,Small Nose Cone,C7 Aerospace Division,An aerodynamic nose cap.,aerodynamicSystems,Aero,Radial,,attachRules/bulkheadProfiles,FALSE,
SquadExpansion,FanShroud_01,S-062 Fan Shroud,WinterOwl Aircraft Emporium,This aesthetically pleasing shroud is for a small ducted fan engine.\n\nHelps reduce the incidence of air crew incidents with them by over 5%!,aerodynamicSystems,Aero,Radial,,attachRules/bulkheadProfiles,FALSE,
SquadExpansion,noseconeTiny,Tiny Nosecone,C7 Aerospace Division,"A tiny nosecap for important, but small applications.\n\nDo not let Jeb borrow it to use as a hat.",aerodynamicSystems,Aero,Radial,,attachRules/bulkheadProfiles,FALSE,
SquadExpansion,noseconeVS,Very Small Nosecone,C7 Aerospace Division,A small nosecap for aerodynamic streamlining. Its primary use is for rotors.,aerodynamicSystems,Aero,Radial,,attachRules/bulkheadProfiles,FALSE,
SquadExpansion,mediumFanBlade,R-12 Ducted Fan Blade,WinterOwl Aircraft Emporium,This medium ducted fan propeller can push a lot of air through a small space.,aerodynamicSystems,Aero,Radial,,attachRules/bulkheadProfiles,FALSE,
SquadExpansion,mediumHeliBlade,Helicopter Blade Type B,WinterOwl Aircraft Emporium,Rockets aren't the only way to go up. This medium helicopter-style rotor can create lift whenever there's enough atmospheric pressure.,aerodynamicSystems,Aero,Radial,,attachRules/bulkheadProfiles,FALSE,
SquadExpansion,mediumPropeller,Propeller Blade Type B,WinterOwl Aircraft Emporium,This blade part can be used to convert lift into thrust if you spin it fast enough. The advanced user can even find this useful on other planets with an atmosphere.,aerodynamicSystems,Aero,Radial,,attachRules/bulkheadProfiles,FALSE,
SquadExpansion,RotorEngine_02,R121 Turboshaft Engine,C7 Aerospace Division,This strong turbine engine consumes liquid fuel and outputs angular acceleration. Also emits a pleasently high pitched whine.,aerodynamicSystems,Robotics,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,RAPIER,CR-7 R.A.P.I.E.R. Engine,C7 Aerospace Division and Rockomax Conglomerate,"The R.A.P.I.E.R. (Reactive Alternate-Propellant Intelligent Engine for Rockets) is a joint venture between C7 Aerospace and the Rockomax Conglomerate. Designed to fill a gap in the design requirements for sustainable single stage to orbit aircraft, this engine combines the best of rocket and air-breathing thrust technology.",aerospaceTech,Engine,Small,1.25,bulkheadProfiles,FALSE,
Squad,mk2DroneCore,MK2 Drone Core,C7 Aerospace Division,"After extensive research and testing to improve the safety factor of next-generation modules for their Mk2 series, engineers at C7 Aerospace got fed up with having to constantly find new recruits willing to test their prototypes, and decided to develop an autonomous AI capable of doing the same job, only with a lot less screaming over the comms link. This was met with divided opinions, some criticizing C7 as taking the ""booooring"" route, others praising them for the innovation, while yet others reacted by shutting themselves in bunkers in anticipation of the time when these units will gain sentience and turn on their creators. C7 has vehemently denied any involvement in all sentient-AI-related catastrophes so far.",automation,Pods,MK2,,bulkheadProfiles,FALSE,
Squad,commDish,Communotron 88-88,Ionic Symphonic Protonic Electronics,"The Communotron 88-88 directional antenna allows for far more reliable communication at longer ranges than previous models. This is thanks in part to its patented parabolic folding design, which our research team maintains was not inspired by an umbrella.",automation,Communication,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,RelayAntenna100,RA-100 Relay Antenna,Ionic Symphonic Protonic Electronics,A relay antenna with automatic store and forward capabilities as well as advanced pathfinding algorithms.,automation,Communication,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,sweptWing,Swept Wings,WinterOwl Aircraft Emporium,"A prototype swept back wing, part of our ""Let's Fly"", line. Made of light weight composite materials. Guaranteed to generate lift, not guaranteed to ensure crew safety.",aviation,Aero,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,tailfin,Tail Fin,C7 Aerospace Division,This tailfin has passed extensive modeling in our patented P.A.S system.(Paper Airplane Simulation). This fin has been blunted to prevent accidental dismemberment of installing technicians.,aviation,Aero,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,airplaneTail,Tail Connector A,WinterOwl Aircraft Emporium,"A simple aerodynamic tail for aircraft. Designed to fit onto all standard 1.25m attachments, this part is the embodiment of our ""Let's Fly"", line of parts.",aviation,Aero,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,miniIntake,Small Circular Intake,C7 Aerospace Division,"A must-have for air breathing engines, this intake duct will pull in outside air to run turbine engines on, as long as there is any outside air to begin with, of course. Optimized for subsonic flight.",aviation,Aero,Tiny,0.625,bulkheadProfiles,FALSE,
Squad,wingConnector2,Wing Connector Type B,C7 Aerospace Division,A vaguely wing shaped board. Use at your own risk.,aviation,Aero,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,wingConnector5,Wing Connector Type E,C7 Aerospace Division,Found in a trash bin next to a wing factory.,aviation,Aero,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,StandardCtrlSrf,Elevon 1,C7 Aerospace Division,"Made from the finest materials at hand, these flight surfaces are guaranteed to operate while attached to the craft. However studies have shown that a lack of atmosphere *may* slightly impede function. No refunds.",aviation,Aero,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,structuralWing3,Structural Wing Type C,C7 Aerospace Division,"This wing has been constructed out of surplus wing components. Comes complete with ""like new"" finish.",aviation,Aero,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,Mark1Cockpit,Mk1 Cockpit,C7 Aerospace Division,C7 Aerospace is proud to present our second generation cockpit. This unit is equipped to ensure survival in some of the worst conditions possible. The extra re-enforcement has slightly increased the weight.,aviation,Pods,Small,1.25,bulkheadProfiles,FALSE,
Squad,miniJetEngine,"J-20 ""Juno"" Basic Jet Engine",C7 Aerospace Division,"A small turbojet. Not very efficient, anemic thrust, but hey--it's cheap! And it's so cute...look at the little thing!",aviation,Engine,Tiny,0.625,bulkheadProfiles,FALSE,
Squad,miniFuselage,Mk0 Liquid Fuel Fuselage,C7 Aerospace Division,A small container for jet fuel.,aviation,Propulsion,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,MK1Fuselage,Mk1 Liquid Fuel Fuselage,C7 Aerospace Division,"A standard fuselage that carries fuel for spaceplanes. This one is chock-full of jet fuel. Not as resistant as its counterparts, but jet fuel is more efficient than the other fuels, without mentioning lighter.",aviation,FuelTank,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,navLight1,Navigation Light Mk1,C7 Aerospace Division,"Craft use navigation lights to make it easier to identify them at night, and to tell an observer which side of the craft they are seeing.\n\nRed goes on the port/left side, and green goes on the starboard/right side.",aviation,Utility,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,GearFixed,LY-01 Fixed Landing Gear,LightYear Tire Company,"Simple wheel-on-a-stick Landing Gear to bring your birds down safely. (That means your airplanes, LightYear Co. does not encourage attempting to attach landing gear to actual birds)",aviation,Ground,Radial,,attachRules/bulkheadProfiles,FALSE,
